id,title,contaminante,nivel,value,fecha,year
220030530co,Roger de Flor,co,Buena,0.8,30-05-2003,2003
620030530so2,Avenida de Navarra,so2,Buena,16,30-05-2003,2003
720030530pm10,Jaime Ferran,pm10,Desfavorable,51,30-05-2003,2003
820030530pm10,Renovales,pm10,Razonablemente buena,28,30-05-2003,2003
820030530co,Renovales,co,Buena,0.7,30-05-2003,2003
120030530o3,El Picarral,o3,Buena,16,30-05-2003,2003
220030601so2,Roger de Flor,so2,Buena,13,01-06-2003,2003
220030601no2,Roger de Flor,no2,Buena,31,01-06-2003,2003
620030601pm10,Avenida de Navarra,pm10,Razonablemente buena,31,01-06-2003,2003
820030601so2,Renovales,so2,Buena,14,01-06-2003,2003
820030601pm10,Renovales,pm10,Buena,19,01-06-2003,2003
820030601co,Renovales,co,Buena,0.6,01-06-2003,2003
820030601o3,Renovales,o3,Buena,40,01-06-2003,2003
120030601pm10,El Picarral,pm10,Razonablemente buena,30,01-06-2003,2003
320030601pm10,El Paraninfo,pm10,Razonablemente buena,26,01-06-2003,2003
220030531o3,Roger de Flor,o3,Buena,42,31-05-2003,2003
420030531o3,Miguel Servet,o3,Buena,27,31-05-2003,2003
320030531pm10,El Paraninfo,pm10,Razonablemente buena,35,31-05-2003,2003
620030602pm10,Avenida de Navarra,pm10,Razonablemente buena,37,02-06-2003,2003
620030602no2,Avenida de Navarra,no2,Razonablemente buena,48,02-06-2003,2003
720030602so2,Jaime Ferran,so2,Buena,6,02-06-2003,2003
720030602pm10,Jaime Ferran,pm10,Razonablemente buena,31,02-06-2003,2003
720030602co,Jaime Ferran,co,Buena,0.4,02-06-2003,2003
320030602pm10,El Paraninfo,pm10,Razonablemente buena,26,02-06-2003,2003
220030603so2,Roger de Flor,so2,Buena,12,03-06-2003,2003
220030603pm10,Roger de Flor,pm10,Razonablemente buena,34,03-06-2003,2003
220030603co,Roger de Flor,co,Buena,0.7,03-06-2003,2003
720030603sh2,Jaime Ferran,sh2,Buena,3,03-06-2003,2003
820030603so2,Renovales,so2,Buena,15,03-06-2003,2003
320030603no2,El Paraninfo,no2,Razonablemente buena,60,03-06-2003,2003
620030604no2,Avenida de Navarra,no2,Razonablemente buena,46,04-06-2003,2003
120030604co,El Picarral,co,Buena,0.7,04-06-2003,2003
420030604o3,Miguel Servet,o3,Buena,15,04-06-2003,2003
220030605co,Roger de Flor,co,Buena,0.8,05-06-2003,2003
620030605pm10,Avenida de Navarra,pm10,Razonablemente buena,36,05-06-2003,2003
120030605pm10,El Picarral,pm10,Razonablemente buena,38,05-06-2003,2003
120030605co,El Picarral,co,Buena,0.8,05-06-2003,2003
320030605so2,El Paraninfo,so2,Buena,18,05-06-2003,2003
220030606so2,Roger de Flor,so2,Buena,14,06-06-2003,2003
420030805pm10,Miguel Servet,pm10,Desfavorable,53,05-08-2003,2003
420030805no2,Miguel Servet,no2,Regular,99,05-08-2003,2003
820030805pm10,Renovales,pm10,Razonablemente buena,37,05-08-2003,2003
720020930co,Jaime Ferran,co,Razonablemente buena,1.2,30-09-2002,2002
720020930o3,Jaime Ferran,o3,Buena,39,30-09-2002,2002
120020930pm10,El Picarral,pm10,Desfavorable,53,30-09-2002,2002
120020930o3,El Picarral,o3,Buena,9,30-09-2002,2002
420020930so2,Miguel Servet,so2,Buena,26,30-09-2002,2002
420020930o3,Miguel Servet,o3,Buena,14,30-09-2002,2002
320020930so2,El Paraninfo,so2,Buena,17,30-09-2002,2002
220021001pm10,Roger de Flor,pm10,Buena,10,01-10-2002,2002
220021001co,Roger de Flor,co,Buena,0.7,01-10-2002,2002
220021001o3,Roger de Flor,o3,Buena,35,01-10-2002,2002
620021001so2,Avenida de Navarra,so2,Buena,9,01-10-2002,2002
620021001no2,Avenida de Navarra,no2,Razonablemente buena,71,01-10-2002,2002
120021001pm10,El Picarral,pm10,Regular,43,01-10-2002,2002
120021001o3,El Picarral,o3,Buena,9,01-10-2002,2002
620021002o3,Avenida de Navarra,o3,Buena,19,02-10-2002,2002
720021002so2,Jaime Ferran,so2,Buena,8,02-10-2002,2002
720021002pm10,Jaime Ferran,pm10,Razonablemente buena,27,02-10-2002,2002
720021002co,Jaime Ferran,co,Razonablemente buena,1.2,02-10-2002,2002
120021002sh2,El Picarral,sh2,Razonablemente buena,16,02-10-2002,2002
420021002co,Miguel Servet,co,Razonablemente buena,1.2,02-10-2002,2002
620021008so2,Avenida de Navarra,so2,Buena,10,08-10-2002,2002
120021008co,El Picarral,co,Buena,1,08-10-2002,2002
120021008o3,El Picarral,o3,Buena,7,08-10-2002,2002
420021008co,Miguel Servet,co,Buena,1,08-10-2002,2002
720021009no2,Jaime Ferran,no2,Razonablemente buena,47,09-10-2002,2002
220021014so2,Roger de Flor,so2,Buena,13,14-10-2002,2002
620021014pm10,Avenida de Navarra,pm10,Muy Desfavorable,110,14-10-2002,2002
420021014co,Miguel Servet,co,Razonablemente buena,1.4,14-10-2002,2002
220021011so2,Roger de Flor,so2,Buena,11,11-10-2002,2002
220021011pm10,Roger de Flor,pm10,Buena,5,11-10-2002,2002
220021012co,Roger de Flor,co,Buena,0.8,12-10-2002,2002
720021012pm10,Jaime Ferran,pm10,Buena,19,12-10-2002,2002
420021012co,Miguel Servet,co,Buena,0.6,12-10-2002,2002
320021013pm10,El Paraninfo,pm10,Razonablemente buena,26,13-10-2002,2002
720021007o3,Jaime Ferran,o3,Buena,36,07-10-2002,2002
320021007pm10,El Paraninfo,pm10,Razonablemente buena,35,07-10-2002,2002
720021010sh2,Jaime Ferran,sh2,Buena,3,10-10-2002,2002
120021010co,El Picarral,co,Buena,0.4,10-10-2002,2002
320030704no2,El Paraninfo,no2,Razonablemente buena,85,04-07-2003,2003
220030705so2,Roger de Flor,so2,Buena,11,05-07-2003,2003
220030705pm10,Roger de Flor,pm10,Razonablemente buena,30,05-07-2003,2003
220030705no2,Roger de Flor,no2,Razonablemente buena,47,05-07-2003,2003
720030705pm10,Jaime Ferran,pm10,Razonablemente buena,34,05-07-2003,2003
820030705no2,Renovales,no2,Buena,32,05-07-2003,2003
620030706pm10,Avenida de Navarra,pm10,Razonablemente buena,29,06-07-2003,2003
720030706no2,Jaime Ferran,no2,Buena,21,06-07-2003,2003
320030707co,El Paraninfo,co,Razonablemente buena,1.1,07-07-2003,2003
620030708no2,Avenida de Navarra,no2,Razonablemente buena,77,08-07-2003,2003
820030708so2,Renovales,so2,Buena,6,08-07-2003,2003
320030708pm10,El Paraninfo,pm10,Razonablemente buena,37,08-07-2003,2003
720030708so2,Jaime Ferran,so2,Buena,5,08-07-2003,2003
720030708no2,Jaime Ferran,no2,Buena,40,08-07-2003,2003
620030709so2,Avenida de Navarra,so2,Buena,7,09-07-2003,2003
620030709pm10,Avenida de Navarra,pm10,Desfavorable,55,09-07-2003,2003
620030709no2,Avenida de Navarra,no2,Razonablemente buena,71,09-07-2003,2003
720030709no2,Jaime Ferran,no2,Buena,39,09-07-2003,2003
720030709o3,Jaime Ferran,o3,Razonablemente buena,73,09-07-2003,2003
220030710so2,Roger de Flor,so2,Buena,13,10-07-2003,2003
220030710o3,Roger de Flor,o3,Razonablemente buena,53,10-07-2003,2003
620030710o3,Avenida de Navarra,o3,Buena,43,10-07-2003,2003
420030710no2,Miguel Servet,no2,Regular,107,10-07-2003,2003
320030710pm10,El Paraninfo,pm10,Razonablemente buena,39,10-07-2003,2003
620030713co,Avenida de Navarra,co,Razonablemente buena,1.2,13-07-2003,2003
120030713o3,El Picarral,o3,Buena,42,13-07-2003,2003
220030711o3,Roger de Flor,o3,Razonablemente buena,51,11-07-2003,2003
720030307pm10,Jaime Ferran,pm10,Desfavorable,60,07-03-2003,2003
720030307co,Jaime Ferran,co,Buena,0.7,07-03-2003,2003
120030307pm10,El Picarral,pm10,Razonablemente buena,36,07-03-2003,2003
220030308so2,Roger de Flor,so2,Buena,9,08-03-2003,2003
220030308pm10,Roger de Flor,pm10,Razonablemente buena,26,08-03-2003,2003
220030308no2,Roger de Flor,no2,Razonablemente buena,42,08-03-2003,2003
120030308o3,El Picarral,o3,Buena,32,08-03-2003,2003
220030309so2,Roger de Flor,so2,Buena,9,09-03-2003,2003
220030309pm10,Roger de Flor,pm10,Razonablemente buena,32,09-03-2003,2003
820030309no2,Renovales,no2,Buena,29,09-03-2003,2003
420030309co,Miguel Servet,co,Buena,1,09-03-2003,2003
320030309pm10,El Paraninfo,pm10,Razonablemente buena,35,09-03-2003,2003
320030309o3,El Paraninfo,o3,Buena,8,09-03-2003,2003
620030310no2,Avenida de Navarra,no2,Razonablemente buena,64,10-03-2003,2003
720030310co,Jaime Ferran,co,Buena,0.7,10-03-2003,2003
420030310o3,Miguel Servet,o3,Buena,5,10-03-2003,2003
220030311no2,Roger de Flor,no2,Razonablemente buena,65,11-03-2003,2003
220030311o3,Roger de Flor,o3,Buena,19,11-03-2003,2003
720030311pm10,Jaime Ferran,pm10,Desfavorable,72,11-03-2003,2003
120030311pm10,El Picarral,pm10,Desfavorable,93,11-03-2003,2003
120030311no2,El Picarral,no2,Razonablemente buena,69,11-03-2003,2003
120030311co,El Picarral,co,Buena,1,11-03-2003,2003
420030311pm10,Miguel Servet,pm10,Desfavorable,93,11-03-2003,2003
220030312so2,Roger de Flor,so2,Buena,15,12-03-2003,2003
620030312co,Avenida de Navarra,co,Razonablemente buena,1.5,12-03-2003,2003
720030312o3,Jaime Ferran,o3,Buena,13,12-03-2003,2003
420030312pm10,Miguel Servet,pm10,Desfavorable,86,12-03-2003,2003
320030312pm10,El Paraninfo,pm10,Desfavorable,56,12-03-2003,2003
220030313pm10,Roger de Flor,pm10,Desfavorable,88,13-03-2003,2003
620030313o3,Avenida de Navarra,o3,Buena,12,13-03-2003,2003
820030313pm10,Renovales,pm10,Desfavorable,51,13-03-2003,2003
820030313no2,Renovales,no2,Razonablemente buena,64,13-03-2003,2003
820030313o3,Renovales,o3,Buena,22,13-03-2003,2003
120030313co,El Picarral,co,Razonablemente buena,1.1,13-03-2003,2003
420030313so2,Miguel Servet,so2,Buena,36,13-03-2003,2003
420030313pm10,Miguel Servet,pm10,Muy Desfavorable,133,13-03-2003,2003
320030313pm10,El Paraninfo,pm10,Desfavorable,76,13-03-2003,2003
320030313o3,El Paraninfo,o3,Buena,6,13-03-2003,2003
220030314so2,Roger de Flor,so2,Buena,14,14-03-2003,2003
620030314no2,Avenida de Navarra,no2,Razonablemente buena,68,14-03-2003,2003
820030314o3,Renovales,o3,Buena,32,14-03-2003,2003
120030314no2,El Picarral,no2,Razonablemente buena,68,14-03-2003,2003
320030314so2,El Paraninfo,so2,Buena,27,14-03-2003,2003
620030315o3,Avenida de Navarra,o3,Buena,32,15-03-2003,2003
720030315no2,Jaime Ferran,no2,Buena,22,15-03-2003,2003
720030315sh2,Jaime Ferran,sh2,Buena,4,15-03-2003,2003
120030315co,El Picarral,co,Buena,0.8,15-03-2003,2003
220030316o3,Roger de Flor,o3,Buena,37,16-03-2003,2003
820030316so2,Renovales,so2,Buena,23,16-03-2003,2003
220030317no2,Roger de Flor,no2,Razonablemente buena,52,17-03-2003,2003
820030317so2,Renovales,so2,Buena,24,17-03-2003,2003
820030317no2,Renovales,no2,Razonablemente buena,48,17-03-2003,2003
820030317co,Renovales,co,Buena,0.7,17-03-2003,2003
620030318so2,Avenida de Navarra,so2,Buena,35,18-03-2003,2003
620030318no2,Avenida de Navarra,no2,Razonablemente buena,63,18-03-2003,2003
620030318o3,Avenida de Navarra,o3,Buena,17,18-03-2003,2003
720030318no2,Jaime Ferran,no2,Buena,35,18-03-2003,2003
720030318o3,Jaime Ferran,o3,Buena,15,18-03-2003,2003
420030318so2,Miguel Servet,so2,Buena,36,18-03-2003,2003
420030318co,Miguel Servet,co,Razonablemente buena,1.5,18-03-2003,2003
220030319pm10,Roger de Flor,pm10,Desfavorable,54,19-03-2003,2003
620030319so2,Avenida de Navarra,so2,Buena,31,19-03-2003,2003
620030319o3,Avenida de Navarra,o3,Buena,24,19-03-2003,2003
820030319pm10,Renovales,pm10,Razonablemente buena,33,19-03-2003,2003
120030319co,El Picarral,co,Buena,0.9,19-03-2003,2003
120030319o3,El Picarral,o3,Buena,17,19-03-2003,2003
120030319sh2,El Picarral,sh2,Buena,5,19-03-2003,2003
320030319no2,El Paraninfo,no2,Razonablemente buena,88,19-03-2003,2003
320030319co,El Paraninfo,co,Razonablemente buena,1.3,19-03-2003,2003
820030320no2,Renovales,no2,Buena,31,20-03-2003,2003
420030320so2,Miguel Servet,so2,Buena,30,20-03-2003,2003
420030320no2,Miguel Servet,no2,Razonablemente buena,75,20-03-2003,2003
320030320so2,El Paraninfo,so2,Buena,10,20-03-2003,2003
320030320co,El Paraninfo,co,Razonablemente buena,1.4,20-03-2003,2003
320030320o3,El Paraninfo,o3,Buena,17,20-03-2003,2003
620030321so2,Avenida de Navarra,so2,Buena,30,21-03-2003,2003
620030321o3,Avenida de Navarra,o3,Buena,29,21-03-2003,2003
720030321so2,Jaime Ferran,so2,Buena,9,21-03-2003,2003
120030321pm10,El Picarral,pm10,Desfavorable,56,21-03-2003,2003
120030321o3,El Picarral,o3,Buena,29,21-03-2003,2003
420030321no2,Miguel Servet,no2,Razonablemente buena,86,21-03-2003,2003
420030321co,Miguel Servet,co,Razonablemente buena,1.4,21-03-2003,2003
420030321o3,Miguel Servet,o3,Buena,20,21-03-2003,2003
220030322pm10,Roger de Flor,pm10,Regular,49,22-03-2003,2003
220030322o3,Roger de Flor,o3,Buena,29,22-03-2003,2003
620030322so2,Avenida de Navarra,so2,Buena,23,22-03-2003,2003
820030322no2,Renovales,no2,Razonablemente buena,45,22-03-2003,2003
420030322so2,Miguel Servet,so2,Buena,24,22-03-2003,2003
320030322no2,El Paraninfo,no2,Razonablemente buena,62,22-03-2003,2003
620030323co,Avenida de Navarra,co,Razonablemente buena,1.3,23-03-2003,2003
420030323o3,Miguel Servet,o3,Buena,30,23-03-2003,2003
220030324so2,Roger de Flor,so2,Buena,16,24-03-2003,2003
820030324pm10,Renovales,pm10,Razonablemente buena,28,24-03-2003,2003
820030324co,Renovales,co,Buena,0.7,24-03-2003,2003
120030324pm10,El Picarral,pm10,Desfavorable,78,24-03-2003,2003
120030324no2,El Picarral,no2,Razonablemente buena,65,24-03-2003,2003
220030325no2,Roger de Flor,no2,Razonablemente buena,54,25-03-2003,2003
720030325no2,Jaime Ferran,no2,Buena,33,25-03-2003,2003
820030325so2,Renovales,so2,Buena,27,25-03-2003,2003
820030325co,Renovales,co,Buena,0.7,25-03-2003,2003
820030325o3,Renovales,o3,Buena,29,25-03-2003,2003
420030325pm10,Miguel Servet,pm10,Desfavorable,61,25-03-2003,2003
420030325no2,Miguel Servet,no2,Razonablemente buena,76,25-03-2003,2003
620030326co,Avenida de Navarra,co,Buena,0.9,26-03-2003,2003
620030326o3,Avenida de Navarra,o3,Buena,28,26-03-2003,2003
720030326so2,Jaime Ferran,so2,Buena,6,26-03-2003,2003
320030101no2,El Paraninfo,no2,Razonablemente buena,66,01-01-2003,2003
220021231no2,Roger de Flor,no2,Buena,39,31-12-2002,2002
620021231pm10,Avenida de Navarra,pm10,Razonablemente buena,32,31-12-2002,2002
620021231o3,Avenida de Navarra,o3,Buena,16,31-12-2002,2002
120021231o3,El Picarral,o3,Buena,10,31-12-2002,2002
120021231sh2,El Picarral,sh2,Buena,5,31-12-2002,2002
420031105co,Miguel Servet,co,Razonablemente buena,1.7,05-11-2003,2003
820031105pm10,Renovales,pm10,Razonablemente buena,30,05-11-2003,2003
220031105no2,Roger de Flor,no2,Razonablemente buena,57,05-11-2003,2003
620031106o3,Avenida de Navarra,o3,Buena,4,06-11-2003,2003
720031106pm10,Jaime Ferran,pm10,Desfavorable,71,06-11-2003,2003
720031106sh2,Jaime Ferran,sh2,Buena,4,06-11-2003,2003
820031106pm10,Renovales,pm10,Razonablemente buena,28,06-11-2003,2003
620031107o3,Avenida de Navarra,o3,Buena,4,07-11-2003,2003
420031107no2,Miguel Servet,no2,Razonablemente buena,66,07-11-2003,2003
820031107so2,Renovales,so2,Buena,9,07-11-2003,2003
820031107no2,Renovales,no2,Buena,39,07-11-2003,2003
820031107o3,Renovales,o3,Buena,4,07-11-2003,2003
620031108so2,Avenida de Navarra,so2,Buena,7,08-11-2003,2003
620031108pm10,Avenida de Navarra,pm10,Desfavorable,59,08-11-2003,2003
120031108sh2,El Picarral,sh2,Buena,9,08-11-2003,2003
820031108no2,Renovales,no2,Buena,30,08-11-2003,2003
620031109pm10,Avenida de Navarra,pm10,Desfavorable,53,09-11-2003,2003
620031109no2,Avenida de Navarra,no2,Buena,39,09-11-2003,2003
720031109no2,Jaime Ferran,no2,Buena,33,09-11-2003,2003
720031109co,Jaime Ferran,co,Buena,0.5,09-11-2003,2003
720031109o3,Jaime Ferran,o3,Buena,11,09-11-2003,2003
420031109so2,Miguel Servet,so2,Buena,15,09-11-2003,2003
820031109so2,Renovales,so2,Buena,8,09-11-2003,2003
820031109pm10,Renovales,pm10,Razonablemente buena,28,09-11-2003,2003
220031109co,Roger de Flor,co,Razonablemente buena,1.2,09-11-2003,2003
620031110pm10,Avenida de Navarra,pm10,Desfavorable,54,10-11-2003,2003
120031110co,El Picarral,co,Razonablemente buena,1.3,10-11-2003,2003
820031110no2,Renovales,no2,Buena,35,10-11-2003,2003
820021001co,Renovales,co,Buena,0.7,01-10-2002,2002
820021002so2,Renovales,so2,Buena,8,02-10-2002,2002
820021002no2,Renovales,no2,Razonablemente buena,58,02-10-2002,2002
820021004so2,Renovales,so2,Buena,7,04-10-2002,2002
820021005no2,Renovales,no2,Buena,33,05-10-2002,2002
820021005o3,Renovales,o3,Razonablemente buena,65,05-10-2002,2002
820021007no2,Renovales,no2,Razonablemente buena,48,07-10-2002,2002
820021007o3,Renovales,o3,Razonablemente buena,57,07-10-2002,2002
820021008so2,Renovales,so2,Buena,11,08-10-2002,2002
820021011so2,Renovales,so2,Buena,5,11-10-2002,2002
820021012no2,Renovales,no2,Buena,22,12-10-2002,2002
820021015pm10,Renovales,pm10,Razonablemente buena,31,15-10-2002,2002
820021015co,Renovales,co,Buena,0.6,15-10-2002,2002
820021021so2,Renovales,so2,Buena,6,21-10-2002,2002
820021021no2,Renovales,no2,Razonablemente buena,47,21-10-2002,2002
820021021co,Renovales,co,Buena,0.6,21-10-2002,2002
620031111pm10,Avenida de Navarra,pm10,Desfavorable,69,11-11-2003,2003
720031111co,Jaime Ferran,co,Buena,0.6,11-11-2003,2003
720031111o3,Jaime Ferran,o3,Buena,2,11-11-2003,2003
420031111co,Miguel Servet,co,Razonablemente buena,1.6,11-11-2003,2003
420031111o3,Miguel Servet,o3,Buena,7,11-11-2003,2003
820031111o3,Renovales,o3,Buena,7,11-11-2003,2003
220031111co,Roger de Flor,co,Razonablemente buena,1.1,11-11-2003,2003
620031112no2,Avenida de Navarra,no2,Razonablemente buena,58,12-11-2003,2003
420030501pm10,Miguel Servet,pm10,Razonablemente buena,37,01-05-2003,2003
220030502pm10,Roger de Flor,pm10,Razonablemente buena,30,02-05-2003,2003
220030502no2,Roger de Flor,no2,Razonablemente buena,44,02-05-2003,2003
620030502no2,Avenida de Navarra,no2,Razonablemente buena,48,02-05-2003,2003
620030502co,Avenida de Navarra,co,Razonablemente buena,1.5,02-05-2003,2003
820030502no2,Renovales,no2,Buena,26,02-05-2003,2003
120030502sh2,El Picarral,sh2,Buena,5,02-05-2003,2003
420030502pm10,Miguel Servet,pm10,Razonablemente buena,35,02-05-2003,2003
420030502no2,Miguel Servet,no2,Razonablemente buena,60,02-05-2003,2003
320030502pm10,El Paraninfo,pm10,Razonablemente buena,24,02-05-2003,2003
220030503so2,Roger de Flor,so2,Buena,11,03-05-2003,2003
220030503no2,Roger de Flor,no2,Buena,30,03-05-2003,2003
720030503pm10,Jaime Ferran,pm10,Regular,42,03-05-2003,2003
720030503co,Jaime Ferran,co,Buena,0.6,03-05-2003,2003
720030503o3,Jaime Ferran,o3,Razonablemente buena,56,03-05-2003,2003
120030503o3,El Picarral,o3,Buena,43,03-05-2003,2003
320030503co,El Paraninfo,co,Razonablemente buena,1.2,03-05-2003,2003
620030504pm10,Avenida de Navarra,pm10,Razonablemente buena,40,04-05-2003,2003
720030504so2,Jaime Ferran,so2,Buena,6,04-05-2003,2003
720030504o3,Jaime Ferran,o3,Razonablemente buena,52,04-05-2003,2003
820030504no2,Renovales,no2,Buena,32,04-05-2003,2003
420030504so2,Miguel Servet,so2,Buena,17,04-05-2003,2003
320030504pm10,El Paraninfo,pm10,Razonablemente buena,23,04-05-2003,2003
320030504co,El Paraninfo,co,Razonablemente buena,1.1,04-05-2003,2003
220030505so2,Roger de Flor,so2,Buena,11,05-05-2003,2003
220030505no2,Roger de Flor,no2,Buena,35,05-05-2003,2003
720030505co,Jaime Ferran,co,Buena,0.6,05-05-2003,2003
720030505o3,Jaime Ferran,o3,Buena,31,05-05-2003,2003
720030505sh2,Jaime Ferran,sh2,Buena,3,05-05-2003,2003
820030505co,Renovales,co,Buena,0.6,05-05-2003,2003
320030505pm10,El Paraninfo,pm10,Razonablemente buena,38,05-05-2003,2003
320030505co,El Paraninfo,co,Razonablemente buena,1.5,05-05-2003,2003
320030505o3,El Paraninfo,o3,Buena,21,05-05-2003,2003
620030506so2,Avenida de Navarra,so2,Buena,9,06-05-2003,2003
620030506o3,Avenida de Navarra,o3,Buena,34,06-05-2003,2003
720030506so2,Jaime Ferran,so2,Buena,6,06-05-2003,2003
120030506pm10,El Picarral,pm10,Buena,7,06-05-2003,2003
120030506no2,El Picarral,no2,Buena,20,06-05-2003,2003
120030506sh2,El Picarral,sh2,Buena,3,06-05-2003,2003
420030506co,Miguel Servet,co,Buena,0.6,06-05-2003,2003
220030507so2,Roger de Flor,so2,Buena,10,07-05-2003,2003
120030507o3,El Picarral,o3,Buena,10,07-05-2003,2003
220030508no2,Roger de Flor,no2,Razonablemente buena,47,08-05-2003,2003
220030508o3,Roger de Flor,o3,Buena,14,08-05-2003,2003
620030508pm10,Avenida de Navarra,pm10,Razonablemente buena,26,08-05-2003,2003
